Industry,Company Name,Symbol,Country,Sector,ISIN Number
Computer Hardware,Nano Dimension Ltd.,NNDM,Israel,Technology,US63008G2030
Farm & Heavy Construction Machinery,"Titan International, Inc.",TWI,United States,Industrials,US88830M1027
Chemicals,Rayonier Advanced Materials Inc.,RYAM,United States,Materials,US75508B1044
Entertainment,"Reservoir Media, Inc.",RSVR,United States,Communication Services,US76119X1054
Communication Equipment,"Clearfield, Inc.",CLFD,United States,Technology,US18482P1030
Utilities - Regulated Gas,OPAL Fuels Inc.,OPAL,United States,Utilities,US68347P1030
Other Industrial Metals & Mining,TMC the metals company Inc.,TMC,Canada,Materials,CA87261Y1060
Banks - Regional,CNB Financial Corporation,CCNE,United States,Financials,US1261281075
Computer Hardware,3D Systems Corporation,DDD,United States,Technology,US88554D2053
Engineering & Construction,"Willdan Group, Inc.",WLDN,United States,Industrials,US96924N1000
Biotechnology,"Upstream Bio, Inc.",UPB,United States,Healthcare,US91678A1079
Biotechnology,"Rapport Therapeutics, Inc.",RAPP,United States,Healthcare,US75383L1026
Oil & Gas Equipment & Services,North American Construction Group Ltd.,NOA,Canada,Energy,CA6568111067
Banks - Regional,"Financial Institutions, Inc.",FISI,United States,Financials,US3175854047
Biotechnology,"Xeris Biopharma Holdings, Inc.",XERS,United States,Healthcare,US98422E1038
Diagnostics & Research,"Fulgent Genetics, Inc.",FLGT,United States,Healthcare,US3596641098
Banks - Regional,"Shore Bancshares, Inc.",SHBI,United States,Financials,US8251071051
Software - Application,AMTD Digital Inc.,HKD,France,Technology,US00180N1019
Banks - Regional,"Enterprise Bancorp, Inc.",EBTC,United States,Financials,US2936681095
Biotechnology,"Stoke Therapeutics, Inc.",STOK,United States,Healthcare,US86150R1077
Packaged Foods,"B&G Foods, Inc.",BGS,United States,Consumer Staples,US05508R1068
Software - Application,"BigCommerce Holdings, Inc.",BIGC,United States,Technology,US08975P1084
Biotechnology,Omeros Corporation,OMER,United States,Healthcare,US6821431029
Banks - Regional,Peoples Financial Services Corp.,PFIS,United States,Financials,US7110401053
Oil & Gas Midstream,Permian Basin Royalty Trust,PBT,United States,Energy,US7142361069
Consulting Services,SBC Medical Group Holdings Incorporated,SBC,United States,Industrials,US73245B1070
Asset Management,Palmer Square Capital BDC Inc.,PSBD,United States,Financials,US69702V1070
Banks - Regional,Farmers National Banc Corp.,FMNB,United States,Financials,US3096271073
Banks - Regional,First Foundation Inc.,FFWM,United States,Financials,US32026V1044
Biotechnology,"Cartesian Therapeutics, Inc.",RNAC,United States,Healthcare,US8162123025
Specialty Chemicals,"Mativ Holdings, Inc.",MATV,United States,Materials,US8085411069
Medical Devices,"Surmodics, Inc.",SRDX,United States,Healthcare,US8688731004
Banks - Regional,Alerus Financial Corporation,ALRS,United States,Financials,US01446U1034
Medical Devices,"Delcath Systems, Inc.",DCTH,United States,Healthcare,US24661P8077
Medical Care Facilities,InnovAge Holding Corp.,INNV,United States,Healthcare,US45784A1043
Banks - Regional,"Capital Bancorp, Inc.",CBNK,United States,Financials,US1397371006
Banks - Regional,"Third Coast Bancshares, Inc.",TCBX,United States,Financials,US88422P1093
Drug Manufacturers - Specialty & Generic,"Alpha Teknova, Inc.",TKNO,United States,Healthcare,US02080L1026
Oil & Gas Midstream,Tsakos Energy Navigation Limited,TEN,Greece,Energy,US8803491054
Gambling,Gambling.com Group Limited,GAMB,Jersey,Consumer Discretionary,JE00BL970N11
Medical Instruments & Supplies,"AngioDynamics, Inc.",ANGO,United States,Healthcare,US03475V1017
Staffing & Employment Services,"Kelly Services, Inc.",KELYB,United States,Industrials,US4881523074
Staffing & Employment Services,"Kelly Services, Inc.",KELYA,United States,Industrials,US4881522084
Grocery Stores,"Village Super Market, Inc.",VLGEA,United States,Consumer Staples,US9271074091
Internet Content & Information,DouYu International Holdings Limited,DOYU,China,Communication Services,US25985W1053
Banks - Regional,"Northfield Bancorp, Inc. (Staten Island, NY)",NFBK,United States,Financials,US66611T1088
REIT - Mortgage,Invesco Mortgage Capital Inc.,IVR,United States,Real Estate,US46131B7047
Packaged Foods,Seneca Foods Corporation,SENEA,United States,Consumer Staples,US8170705011
Insurance - Property & Casualty,Donegal Group Inc.,DGICB,United States,Financials,US2577013004
Other Industrial Metals & Mining,Lifezone Metals Limited,LZM,Isle of Man,Materials,IM00BLCY1J27
Insurance - Property & Casualty,Donegal Group Inc.,DGICA,United States,Financials,US2577012014
Software - Infrastructure,Bandwidth Inc.,BAND,United States,Technology,US05988J1034
Restaurants,"RCI Hospitality Holdings, Inc.",RICK,United States,Consumer Discretionary,US74934Q1085
Education & Training Services,Lincoln Educational Services Corporation,LINC,United States,Consumer Staples,US5335351004
Software - Application,Materialise NV,MTLS,Belgium,Technology,US57667T1007
Drug Manufacturers - Specialty & Generic,"Akebia Therapeutics, Inc.",AKBA,United States,Healthcare,US00972D1054
Coking Coal,"Ramaco Resources, Inc.",METC,United States,Materials,US75134P6007
Biotechnology,MeiraGTx Holdings plc,MGTX,United States,Healthcare,KYG596651029
Packaged Foods,Seneca Foods Corporation,SENEB,United States,Consumer Staples,US8170701051
Credit Services,Yiren Digital Ltd.,YRD,China,Financials,US98585L1008
Other Industrial Metals & Mining,"Compass Minerals International, Inc.",CMP,United States,Materials,US20451N1019
Banks - Regional,"HarborOne Bancorp, Inc.",HONE,United States,Financials,US41165Y1001
Banks - Regional,California BanCorp.,BCAL,United States,Financials,US84252A1060
Internet Retail,Jumia Technologies AG,JMIA,Germany,Consumer Discretionary,US48138M1053
Coking Coal,"Ramaco Resources, Inc.",METCB,United States,Materials,US75134P5017
Electronic Gaming & Multimedia,"DoubleDown Interactive Co., Ltd.",DDI,South Korea,Communication Services,US25862B1098
Medical Devices,"ClearPoint Neuro, Inc.",CLPT,United States,Healthcare,US18507C1036
Biotechnology,GH Research PLC,GHRS,Ireland,Healthcare,IE000GID8VI0
Software - Application,"Red Violet, Inc.",RDVT,United States,Technology,US75704L1044
REIT - Diversified,"FrontView REIT, Inc.",FVR,United States,Real Estate,US35922N1000
Biotechnology,"Altimmune, Inc.",ALT,United States,Healthcare,US02155H2004
Gambling,"PlayAGS, Inc.",AGS,United States,Consumer Discretionary,US72814N1046
Auto & Truck Dealerships,Cango Inc.,CANG,China,Consumer Discretionary,US1375861036
Metal Fabrication,"ZJK Industrial Co., Ltd.",ZJK,Cayman Islands,Industrials,KYG98Y9E1025
Biotechnology,"Mineralys Therapeutics, Inc.",MLYS,United States,Healthcare,US6031701013
Insurance - Reinsurance,"Greenlight Capital Re, Ltd.",GLRE,Cayman Islands,Financials,KYG4095J1094
Asset Management,Gladstone Investment Corporation,GAIN,United States,Financials,US3765461070
Business Equipment & Supplies,ACCO Brands Corporation,ACCO,United States,Industrials,US00081T1088
Insurance - Property & Casualty,"Global Indemnity Group, LLC",GBLI,United States,Financials,US37959R1032
Credit Services,Green Dot Corporation,GDOT,United States,Financials,US39304D1028
Specialty Industrial Machinery,Graham Corporation,GHM,United States,Industrials,US3845561063
Conglomerates,"Falcon's Beyond Global, Inc.",FBYD,United States,Industrials,US3061211047
Internet Retail,Dada Nexus Limited,DADA,China,Consumer Discretionary,US23344D1081
Medical Care Facilities,DocGo Inc.,DCGO,United States,Healthcare,US2560861096
Banks - Regional,Bar Harbor Bankshares,BHB,United States,Financials,US0668491006
Electronic Components,"Ouster, Inc.",OUST,United States,Technology,US68989M2026
Medical Devices,"Semler Scientific, Inc.",SMLR,United States,Healthcare,US81684M1045
Biotechnology,"Theravance Biopharma, Inc.",TBPH,United States,Healthcare,KYG8807B1068
Banks - Regional,"Unity Bancorp, Inc.",UNTY,United States,Financials,US9132901029
Banks - Regional,Flushing Financial Corporation,FFIC,United States,Financials,US3438731057
Software - Application,"Agora, Inc.",API,United States,Technology,US00851L1035
Banks - Regional,"Guaranty Bancshares, Inc.",GNTY,United States,Financials,US4007641065
Apparel Retail,Genesco Inc.,GCO,United States,Consumer Discretionary,US3715321028
Medical Devices,"MaxCyte, Inc.",MXCT,United States,Healthcare,US57777K1060
Building Materials,Cementos Pacasmayo S.A.A.,CPAC,Peru,Materials,US15126Q2084
Packaging & Containers,Ranpak Holdings Corp.,PACK,United States,Consumer Discretionary,US75321W1036
Education & Training Services,Franklin Covey Co.,FC,United States,Consumer Staples,US3534691098
REIT - Mortgage,"Claros Mortgage Trust, Inc.",CMTG,United States,Real Estate,US18270D1063
REIT - Hotel & Motel,Service Properties Trust,SVC,United States,Real Estate,US81761L1026
Software - Application,"Logility Supply Chain Solutions, Inc.",LGTY,United States,Technology,US0296831094
Metal Fabrication,Northwest Pipe Company,NWPX,United States,Industrials,US6677461013
Restaurants,"Dine Brands Global, Inc.",DIN,United States,Consumer Discretionary,US2544231069
Medical Devices,Quanterix Corporation,QTRX,United States,Healthcare,US74766Q1013
Biotechnology,ProKidney Corp.,PROK,United States,Healthcare,KYG7S53R1049
REIT - Office,Net Lease Office Properties,NLOP,United States,Real Estate,US64110Y1082
Information Technology Services,Unisys Corporation,UIS,United States,Technology,US9092143067
Semiconductors,"SkyWater Technology, Inc.",SKYT,United States,Technology,US83089J1088
Agricultural Inputs,Lavoro Limited,LVRO,Brazil,Materials,KYG5391L1023
Oil & Gas Exploration & Production,GeoPark Limited,GPRK,Colombia,Energy,BMG383271050
Marine Shipping,Ardmore Shipping Corporation,ASC,Bermuda,Industrials,MHY0207T1001
Aerospace & Defense,"Smith & Wesson Brands, Inc.",SWBI,United States,Industrials,US8317541063
Electronic Components,"KULR Technology Group, Inc.",KULR,United States,Technology,US50125G1094
Software - Application,"Mitek Systems, Inc.",MITK,United States,Technology,US6067102003
Banks - Regional,Arrow Financial Corporation,AROW,United States,Financials,US0427441029
Beverages - Wineries & Distilleries,SNDL Inc.,SNDL,Canada,Consumer Staples,CA83307B1013
Conglomerates,Boston Omaha Corporation,BOC,United States,Industrials,US1010441053
Packaged Foods,"The Hain Celestial Group, Inc.",HAIN,United States,Consumer Staples,US4052171000
Biotechnology,"Entrada Therapeutics, Inc.",TRDA,United States,Healthcare,US29384C1080
Advertising Agencies,Innovid Corp.,CTV,United States,Communication Services,US4576791085
Oil & Gas Midstream,Cool Company Ltd.,CLCO,United Kingdom,Energy,BMG2415A1137
Specialty Business Services,"Spire Global, Inc.",SPIR,United States,Industrials,US8485603067
Entertainment,AMC Networks Inc.,AMCX,United States,Communication Services,US00164V1035
Oil & Gas Exploration & Production,Greenfire Resources Ltd.,GFR,Canada,Energy,CA39525U1075
Biotechnology,"Keros Therapeutics, Inc.",KROS,United States,Healthcare,US4923271013
Electrical Equipment & Parts,"Kimball Electronics, Inc.",KE,United States,Industrials,US49428J1097
Asset Management,PennantPark Investment Corporation,PNNT,United States,Financials,US7080621045
Banks - Regional,"Greene County Bancorp, Inc.",GCBC,United States,Financials,US3943571071
Steel,Mesabi Trust,MSB,United States,Materials,US5906721015
Drug Manufacturers - Specialty & Generic,"Eton Pharmaceuticals, Inc.",ETON,United States,Healthcare,US29772L1089
Banks - Regional,Kearny Financial Corp.,KRNY,United States,Financials,US48716P1084
Shell Companies,Agriculture & Natural Solutions Acquisition Corporation,ANSC,United States,Financials,KYG0131Y1008
Biotechnology,UroGen Pharma Ltd.,URGN,United States,Healthcare,IL0011407140
Banks - Regional,"Northrim BanCorp, Inc.",NRIM,United States,Financials,US6667621097
Utilities - Regulated Water,The York Water Company,YORW,United States,Utilities,US9871841089
Packaging & Containers,"Myers Industries, Inc.",MYE,United States,Consumer Discretionary,US6284641098
Shell Companies,Waldencast plc,WALD,United Kingdom,Financials,JE00BPG99318
Biotechnology,"Sage Therapeutics, Inc.",SAGE,United States,Healthcare,US78667J1088
REIT - Office,"Hudson Pacific Properties, Inc.",HPP,United States,Real Estate,US4440971095
Packaged Foods,ChromaDex Corporation,CDXC,United States,Consumer Staples,US1710774076
Drug Manufacturers - Specialty & Generic,Organogenesis Holdings Inc.,ORGO,United States,Healthcare,US68621F1021
Medical Devices,Nano-X Imaging Ltd.,NNOX,Israel,Healthcare,IL0011681371
Biotechnology,"Olema Pharmaceuticals, Inc.",OLMA,United States,Healthcare,US68062P1066
Insurance - Diversified,Waterdrop Inc.,WDH,China,Financials,US94132V1052
Shell Companies,AA Mission Acquisition Corp.,AAM,United States,Financials,
Shell Companies,EQV Ventures Acquisition Corp.,EQV,Cayman Islands,Financials,KYG3106N1253
REIT - Hotel & Motel,Chatham Lodging Trust,CLDT,United States,Real Estate,US16208T1025
Biotechnology,Mereo BioPharma Group plc,MREO,United Kingdom,Healthcare,US5894921072
Oil & Gas Exploration & Production,"SandRidge Energy, Inc.",SD,United States,Energy,US80007P8692
Biotechnology,Arcturus Therapeutics Holdings Inc.,ARCT,United States,Healthcare,US03969T1097
,Lithium Argentina AG,LAR,,,
Biotechnology,"Compass Therapeutics, Inc.",CMPX,United States,Healthcare,US20454B1044
Drug Manufacturers - Specialty & Generic,"SIGA Technologies, Inc.",SIGA,United States,Healthcare,US8269171067
Engineering & Construction,"Concrete Pumping Holdings, Inc.",BBCP,United States,Industrials,US2067041085
Biotechnology,Absci Corporation,ABSI,United States,Healthcare,US00091E1091
Medical Devices,"Pacific Biosciences of California, Inc.",PACB,United States,Healthcare,US69404D1081
Software - Infrastructure,Rezolve AI Limited,RZLV,United Kingdom,Technology,GB00BQH8G337
Engineering & Construction,Bowman Consulting Group Ltd.,BWMN,United States,Industrials,US1030021018
Capital Markets,"Bit Digital, Inc.",BTBT,United States,Financials,KYG1144A1058
Biotechnology,"KalVista Pharmaceuticals, Inc.",KALV,United States,Healthcare,US4834971032
Paper & Paper Products,Mercer International Inc.,MERC,Canada,Materials,US5880561015
Banks - Regional,VersaBank,VBNK,Canada,Financials,CA92512J1066
Biotechnology,"Annexon, Inc.",ANNX,United States,Healthcare,US03589W1027
Luxury Goods,"Movado Group, Inc.",MOV,United States,Consumer Discretionary,US6245801062
Oil & Gas Exploration & Production,"VAALCO Energy, Inc.",EGY,United States,Energy,US91851C2017
Medical Care Facilities,"Community Health Systems, Inc.",CYH,United States,Healthcare,US2036681086
Specialty Retail,"Betterware de México, S.A.P.I. de C.V.",BWMX,Mexico,Consumer Discretionary,MX00BW020002
Biotechnology,PureTech Health plc,PRTC,United States,Healthcare,US7462371060
Software - Application,"Porch Group, Inc.",PRCH,United States,Technology,US7332451043
Oil & Gas Midstream,Summit Midstream Corporation,SMC,United States,Energy,US86614G1013
Asset Management,ASA Gold and Precious Metals Limited,ASA,United States,Financials,BMG3156P1032
Conglomerates,Tejon Ranch Co.,TRC,United States,Industrials,US8790801091
Insurance - Specialty,Investors Title Company,ITIC,United States,Financials,US4618041069
Agricultural Inputs,Bioceres Crop Solutions Corp.,BIOX,Argentina,Materials,KYG1117K1141
Medical Devices,"Tactile Systems Technology, Inc.",TCMD,United States,Healthcare,US87357P1003
Credit Services,Runway Growth Finance Corp.,RWAY,United States,Financials,US78163D1000
Medical Care Facilities,"Enhabit, Inc.",EHAB,United States,Healthcare,US29332G1022
